index,Date,value,VOO,VWO,VOO_%_change,VWO_%_change
117,2020-07-01,0.09,264.16461181640625,34.292091369628906,2.0939160907370358,5.501508737722105
118,2020-08-01,0.1,279.54962158203125,37.025901794433594,5.824023763000308,7.972130936364863
119,2020-09-01,0.09,299.9426574707031,38.51240921020508,7.294961006658962,4.014777071533637
120,2020-10-01,0.09,287.81591796875,37.628421783447266,-4.043019290491423,-2.2953314136565983
121,2020-11-01,0.09,281.968505859375,38.27541732788086,-2.031650004156438,1.71943311403564
122,2020-12-01,0.09,312.6372985839844,41.881248474121094,10.876673134518322,9.420749394713068
123,2021-01-01,0.09,316.4639892578125,43.68821716308594,1.224003243106364,4.314505309175276
124,2021-02-01,0.08,322.75543212890625,45.98805618286133,1.9880438484798146,5.264208908297197
125,2021-03-01,0.07,334.28338623046875,46.8038444519043,3.5717304664784955,1.7739133521955441
126,2021-04-01,0.07,344.8668518066406,45.63892364501953,3.1660160247614533,-2.4889425655660435
127,2021-05-01,0.06,360.1168518066406,46.021270751953125,4.421996466204403,0.8377653905852211
128,2021-06-01,0.08,361.4189147949219,47.80268859863281,0.3615668030388042,3.8708575786210453
129,2021-07-01,0.1,371.9593505859375,47.18863296508789,2.9164040285485804,-1.2845629640222511
130,2021-08-01,0.09,378.1532897949219,45.00477600097656,1.66521938465245,-4.627930132511016
131,2021-09-01,0.08,390.5224914550781,46.17532730102539,3.2709491081947872,2.600949063769198
132,2021-10-01,0.08,376.36651611328125,44.1175422668457,-3.6248809355517553,-4.456460093427406
133,2021-11-01,0.08,398.9322814941406,45.096160888671875,5.995688886964468,2.2182074783472228
134,2021-12-01,0.08,390.6245422363281,43.34169006347656,-2.0824936068590705,-3.8905103907326932
135,2022-01-01,0.08,415.72686767578125,44.34773635864258,6.426202843206452,2.321197659095886
136,2022-02-01,0.08,394.0910949707031,44.48128128051758,-5.204323893242213,0.30113131546334326
137,2022-03-01,0.2,374.16839599609375,41.997230529785156,-5.05535375674765,-5.584485606578992
138,2022-04-01,0.33,395.35186767578125,41.97573471069336,5.661480741390212,-0.0511838967013567
139,2022-05-01,0.77,361.8867492675781,38.707679748535156,-8.464641536902285,-7.785581323787206
140,2022-06-01,1.21,357.5374755859375,38.707679748535156,-1.201832808314507,0.0
141,2022-07-01,1.68,334.15362548828125,37.2414436340332,-6.540251496527594,-3.7879721130984145
142,2022-08-01,2.33,360.09906005859375,36.9445915222168,7.764522839577093,-0.7971015160785244
143,2022-09-01,2.56,347.3409118652344,36.8276481628418,-3.542955149975513,-0.3165371562023567
144,2022-10-01,3.08,322.7327880859375,33.778831481933594,-7.084717906436733,-8.27860814632303
145,2022-11-01,3.78,338.5734558105469,32.85800552368164,4.908292032723782,-2.726044442195852
146,2022-12-01,4.1,358.7047424316406,36.851287841796875,5.945914033012234,12.153148842942297
147,2023-01-01,4.33,336.7978820800781,36.508113861083984,-6.1072123560611535,-0.9312401297510764
148,2023-02-01,4.57,363.2998962402344,39.5288200378418,7.868818531897737,8.274068028416416
149,2023-03-01,4.65,349.1058349609375,37.25865173339844,-3.9069819249028748,-5.743071263625065
150,2023-04-01,4.83,364.82464599609375,37.619415283203125,4.502591896498975,0.9682678600023031
151,2023-05-01,5.06,368.9119873046875,37.19287109375,1.1203577810468213,-1.1338405614283342
152,2023-06-01,5.08,374.4971008300781,36.83123016357422,1.51394200177557,-0.9723393745651232
153,2023-07-01,5.12,395.845703125,38.299617767333984,5.7006054913649296,3.9868003247200523
154,2023-08-01,5.33,406.82684326171875,39.595542907714844,2.7740960808790405,3.3836503232315795
155,2023-09-01,5.33,402.2966003417969,38.19707489013672,-1.1135555568557942,-3.5318824162545948
156,2023-10-01,5.33,382.3695068359375,36.722782135009766,-4.953333806184057,-3.859700669141153
157,2023-11-01,5.33,378.2115173339844,35.91444778442383,-1.0874270640355177,-2.2011794956442343
158,2023-12-01,5.33,410.79376220703125,38.348846435546875,8.614820908342335,6.778326833077042
159,2024-01-01,5.33,424.3692932128906,39.0010871887207,3.3047071924664717,1.700809317093932
160,2024-02-01,5.33,439.6716613769531,38.31938171386719,3.6059084407848108,-1.747914030075215
161,2024-03-01,5.33,460.9580383300781,39.91322326660156,4.841425732661686,4.159361350440549
162,2024-04-01,5.33,470.9157409667969,40.306114196777344,2.160218893848276,0.9843628201898325
